title,url,price_numeric,municipality,condition,ad_type,property_type,rooms,square_m2,equipment,level,heating,price_per_m2,latitude,longitude
MY SPACE/ Stan/ Cobanija/ RENOVIRAN/ 96m2,https://olx.ba/artikal/71359987,480000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,4.0,96.0,Polunamješten,1,Centralno (gradsko),5000.0,,
Stan Sarajevo - Centar Zvijezda neboder 95m2+garaža 40000KM,https://olx.ba/artikal/71281345,480000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,,95.0,Nenamješten,1,Centralno (Kotlovnica),5052.631578947368,,
Ilidža River Apartman 601,https://olx.ba/artikal/52175992,481400.0,Ilidža,Novogradnja,Prodaja,Stan,2.0,83.0,Namješten,-3,Centralno (gradsko),5800.0,43.83303,18.303227
NOVOGRADNJA DOBRINJA:Trosoban stan s terasom,https://olx.ba/artikal/63841488,483060.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,3.0,121.0,Nenamješten,0,Centralno (gradsko),3992.2314049586776,,
Trosoban stan - Novo Sarajevo - Grbavica - Kovačići - 78 m2,https://olx.ba/artikal/68724893,483600.0,Sarajevo - Novo Sarajevo,Dobro stanje,Prodaja,Stan,3.0,78.0,Nenamješten,1,Centralno (gradsko),6200.0,43.851885,18.403419
MY SPACE/ Stan/ Kovacici/ Trnovska/ 78m2,https://olx.ba/artikal/71073665,483600.0,Sarajevo - Novo Sarajevo,Dobro stanje,Prodaja,Stan,3.0,78.0,Polunamješten,1,Centralno (gradsko),6200.0,43.851885,18.403419
"Renoviran i namješten stan u zgradi Marijin Dvor, Centar",https://olx.ba/artikal/71851525,485000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,3.0,80.0,Namješten,2,Centralno (Plin),6062.5,,
Stan podijeljen na dva manja Višnjik prodaja,https://olx.ba/artikal/65868064,485000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,4.0,83.0,Polunamješten,3,Struja,5843.373493975903,,
Četverosoban stan - Novo Sarajevo - Grbavica - 136 m2,https://olx.ba/artikal/69240022,489000.0,Sarajevo - Novo Sarajevo,Renoviran,Prodaja,Stan,4.0,136.0,Polunamješten,16,Centralno (gradsko),3595.5882352941176,43.852494,18.396246
Trosoban stan 93 kvadrata - Ilidža Pejton. Kompletno renoviran,https://olx.ba/artikal/71791118,490000.0,Ilidža,Renoviran,Prodaja,Stan,3.0,93.0,Nenamješten,3,Plin,5268.817204301075,43.83231,18.301754
"Trosoban stan 72 - 119m2, Breka - ZettaNekretnine",https://olx.ba/artikal/65607488,492320.0,Sarajevo - Centar,U izgradnji,Prodaja,Stan,3.0,72.0,Nenamješten,2,Ostalo,6837.777777777777,,
TOTAL PRO/ Četverosoban stan 94m2 / Dobrinja C5,https://olx.ba/artikal/54713011,495000.0,Sarajevo - Novi Grad,Renoviran,Prodaja,Stan,4.0,94.0,Polunamješten,1,Centralno (Plin),5265.95744680851,,
MY SPACE/ Stan/ Dzidzikovac/ 85 m2,https://olx.ba/artikal/68890460,495000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,4.0,85.0,Polunamješten,3,Centralno (Plin),5823.529411764706,,
"Stan 105 m2, sa baštom, Ciglane - ZettaNekretnine",https://olx.ba/artikal/65606085,495000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,4.0,105.0,Namješten,0,Centralno (gradsko),4714.285714285715,,
MY SPACE/ LUX Stan/ Marijin Dvor/ RENOVIRAN/ 57(60)m2,https://olx.ba/artikal/65322189,499000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,3.0,60.0,Namješten,1,Ostalo,8316.666666666666,43.857943,18.407129
Ilidža Sky Apartman 125m2,https://olx.ba/artikal/65251084,500000.0,Ilidža,Novogradnja,Prodaja,Apartman,3.0,125.0,Nenamješten,1,Struja,4000.0,43.830656,18.300731
CASA MIA / Dvosoban stan / 91 m2 / Stari Grad,https://olx.ba/artikal/65219963,500500.0,Sarajevo - Novo Sarajevo,Renoviran,Prodaja,Stan,2.0,91.0,Nenamješten,3,Centralno (Plin),5500.0,43.860567,18.428034
"TOTAL PRO / Četverosoban stan 113m2 / Stup ""Izvor""",https://olx.ba/artikal/69988048,505000.0,Ilidža,Novogradnja,Prodaja,Stan,4.0,113.0,Nenamješten,1,Centralno (Plin),4469.026548672567,,
Centar Džidžikovac četvorosoban stan 85m2 u blizini Aria centra,https://olx.ba/artikal/69000123,510000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,4.0,85.0,Polunamješten,3,Centralno (Plin),6000.0,,
"Trosoban stan, Mula Mustafe Bašeskije, Stari Grad",https://olx.ba/artikal/67556707,510000.0,Sarajevo - Stari Grad,Dobro stanje,Prodaja,Stan,3.0,88.0,Nenamješten,2,Plin,5795.454545454545,43.859981,18.426991
"Stan Sarajevo - Stari Grad, trosoban stan 103 m2",https://olx.ba/artikal/63424667,515000.0,Sarajevo - Stari Grad,Dobro stanje,Prodaja,Stan,3.0,103.0,Namješten,1,Struja,5000.0,,
"Četverosoban stan 73m2, strogi Centar - ZettaNekretnine",https://olx.ba/artikal/66094210,515000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,4.0,73.0,Namješten,1,Centralno (gradsko),7054.7945205479455,,
"ON TIME prodaje: Petosoban stan u Sarajevu, Stup",https://olx.ba/artikal/69198408,516800.0,Ilidža,Dobro stanje,Prodaja,Stan,,136.0,Namješten,6,Centralno (Plin),3800.0,43.839667,18.324224
GRUNT - Bulevar - 136m2 - terasa 75 m2 - 3.800 KM m2,https://olx.ba/artikal/70317661,516800.0,Ilidža,Novogradnja,Prodaja,Stan,,140.0,Namješten,6,Centralno (Plin),3691.428571428572,43.840017,18.324044
"Penthouse 136m2, Stup, Sarajevo, Bulevar",https://olx.ba/artikal/69463919,516800.0,Sarajevo - Novi Grad,Dobro stanje,Prodaja,Stan,,136.0,Namješten,6,Centralno (Plin),3800.0,43.840168,18.323508
NN Nekretnine: Četverosoban stan - Džidžikovac - Centar,https://olx.ba/artikal/69853570,520000.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,4.0,124.0,Polunamješten,3,Centralno (Plin),4193.548387096775,,
CASA MIA / Stan 85(94) m2 / Mejtaš / Stari Grad,https://olx.ba/artikal/64167255,520000.0,Sarajevo - Stari Grad,Renoviran,Prodaja,Stan,4.0,85.0,Nenamješten,0,Centralno (Plin),6117.64705882353,43.861025,18.422514
Sigenx prodaje:Trosoban stan Sarajevo/Stari Grad/Markale/ 83m2,https://olx.ba/artikal/62773163,520000.0,Sarajevo - Stari Grad,Renoviran,Prodaja,Stan,3.0,83.0,Namješten,2,Plin,6265.060240963855,43.859669,18.425307
Trosoban stan s baštom Prodaja Sarajevo Centar 94m2,https://olx.ba/artikal/62950183,525000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,3.0,94.0,Namješten,1,Centralno (Plin),5585.106382978724,,
Četvorosban stan sa garažom - Ciglane,https://olx.ba/artikal/70392053,525000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,4.0,83.0,Polunamješten,4,Centralno (gradsko),6325.301204819277,,
"B.D. prodaje: Trosoban stan, 75m2, Ciglane",https://olx.ba/artikal/70639388,525000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,75.0,Namješten,2,Centralno (gradsko),7000.0,43.865764,18.407824
Ciglane / Vrhunski adaptiran trosoban stan/ 75m2,https://olx.ba/artikal/50736365,525000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,3.0,75.0,Namješten,2,Centralno (gradsko),7000.0,43.868713,18.407347
Stan sa dvije garaže novogradnja Nova Otoka Sarajevo,https://olx.ba/artikal/71122051,529000.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,4.0,97.0,Namješten,2,Centralno (Kotlovnica),5453.6082474226805,,
Kvart| Stan Sarajevo - Centar - 96 m2,https://olx.ba/artikal/70729619,530000.0,Sarajevo - Centar,Za renoviranje,Prodaja,Stan,3.0,96.0,Nenamješten,2,Centralno (Plin),5520.833333333333,,
Kovačići | Stan 99 m2 | Ulica Travnička | Novo Sarajevo,https://olx.ba/artikal/61765885,535000.0,Sarajevo - Novi Grad,Dobro stanje,Prodaja,Stan,4.0,99.0,Polunamješten,2,Plin,5404.040404040404,43.849175,18.40639
Ilidža Sky Apartman 134m2,https://olx.ba/artikal/65226419,536000.0,Ilidža,Novogradnja,Prodaja,Apartman,3.0,134.0,Nenamješten,2,Struja,4000.0,43.830587,18.300603
ČETVEROSOBAN STAN / BREKA HILLS RESIDENCE / PRODAJA,https://olx.ba/artikal/67910343,536646.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,4.0,81.31,Nenamješten,0,Struja,6600.0,43.872935,18.42074
PICCOLO GRANDE PRODAJE/Stan/Avenija/Nova Otoka/66 m2,https://olx.ba/artikal/71458913,539000.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,3.0,66.0,Namješten,3,Centralno (gradsko),8166.666666666667,,
"ON TIME prodaje: Stan, Četverosoban, Breka, Sarajevo",https://olx.ba/artikal/63082076,544777.0,Ilidža,Novogradnja,Prodaja,Stan,4.0,81.31,Nenamješten,1,Centralno (gradsko),6700.0,43.871635,18.420247
MY SPACE/ Stan/ Dzidzikovac/ RENOVIRAN/ 91 m2,https://olx.ba/artikal/68187015,545000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,3.0,91.0,Nenamješten,0,Centralno (Plin),5989.010989010989,43.861931,18.415189
Austrougarski stan - Centar - Maršala Tita - 108 m2,https://olx.ba/artikal/64566209,549000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,2.0,108.0,Nenamješten,1,Plin,5083.333333333333,,
NN Nekretnine : Četverosoban stan - Marijin Dvor - Centar,https://olx.ba/artikal/59999622,550000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,4.0,138.0,Namješten,0,Plin,3985.507246376812,,
Biro HM/ Sarajevo Tower trosoban stan 99m2,https://olx.ba/artikal/71750719,550000.0,Sarajevo - Novo Sarajevo,Novogradnja,Prodaja,Stan,3.0,99.0,Namješten,20+,Centralno (Plin),5555.555555555556,,
HITNO!!! Trosoban Stan Sarajevo Tower,https://olx.ba/artikal/69004499,550000.0,Sarajevo - Novo Sarajevo,Novogradnja,Prodaja,Stan,3.0,92.0,Namješten,20+,Centralno (gradsko),5978.260869565217,43.855287,18.385976
MY SPACE/ Stan/ Sarajevo Tower/ NOVOGRADNJA/ NAMJESTEN/ 92 m2,https://olx.ba/artikal/69072756,550000.0,Sarajevo - Novo Sarajevo,Novogradnja,Prodaja,Stan,3.0,92.0,Namješten,20+,Centralno (gradsko),5978.260869565217,,
Namješten Stan Sarajevo - Centar - Marijin Dvor - 81m2,https://olx.ba/artikal/64841166,550800.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,2.0,81.0,Namješten,3,Plin,6800.0,43.857249,18.409298
MY SPACE/ Stan/ Marijin Dvor/ RENOVIRAN/ NAMJESTEN/ 81 m2,https://olx.ba/artikal/68942237,558000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,2.0,81.0,Namješten,3,Struja,6888.888888888889,43.857275,18.409246
Stan Sarajevo - Pruščakova - 93m2,https://olx.ba/artikal/63038139,560000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,93.0,Namješten,2,Plin,6021.505376344087,43.85997,18.418344
MY SPACE/ Stan/ Mejtas/ Ludviga Kube/ 126 m2,https://olx.ba/artikal/66299764,560000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,4.0,126.0,Nenamješten,0,Plin,4444.444444444444,,
NN Nekretnine : Trosoban renoviran stan - Stari Grad,https://olx.ba/artikal/67925510,560000.0,Sarajevo - Stari Grad,Renoviran,Prodaja,Stan,3.0,83.0,Namješten,3,Plin,6746.987951807229,,
"Investicijska prilika, stan 87 m2, Star Grad - ZettaNekretnine",https://olx.ba/artikal/68601646,565000.0,Sarajevo - Stari Grad,Dobro stanje,Prodaja,Stan,3.0,87.0,Polunamješten,1,Centralno (gradsko),6494.252873563219,43.860263,18.423826
"ON TIME prodaje: Stan, Četverosoban, Sarajevo, Breka",https://olx.ba/artikal/62905442,569170.0,Ilidža,Novogradnja,Prodaja,Stan,4.0,81.31,Nenamješten,3,Centralno (gradsko),7000.0,43.871635,18.420247
Stan Sarajevo - Marijin Dvor,https://olx.ba/artikal/61400121,570000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,3.0,99.0,Namješten,0,Centralno (Plin),5757.575757575758,,
NOVOGRADNJA BJELAŠNICA! Dvoeatžni apartman 105m2,https://olx.ba/artikal/65939598,576235.0,Trnovo,Novogradnja,Prodaja,Apartman,3.0,104.0,Nenamješten,1,Struja,5540.721153846154,,
PRODAJA STAN - CENTAR 92m2,https://olx.ba/artikal/71775500,580000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,2.0,92.0,Polunamješten,4,Struja,6304.347826086957,43.85689,18.407028
"LOCUS: Stan preko puta Narodnog pozorišta, Centar",https://olx.ba/artikal/59727502,580000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,4.0,150.0,Namješten,3,Plin,3866.6666666666665,43.857517,18.420533
Trosoban stan 85 m2 sa BALKONOM Breka Centar LUX NOVOGRADNJA,https://olx.ba/artikal/67583839,588804.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,3.0,85.0,Nenamješten,1,Struja,6927.105882352941,,
MY SPACE/ Stan/ Centar/ Obala Kulina bana 86(90)m2,https://olx.ba/artikal/66583839,599000.0,Sarajevo - Stari Grad,Dobro stanje,Prodaja,Stan,3.0,86.0,Nenamješten,1,Centralno (Plin),6965.116279069767,43.856757,18.423667
m2: Centar / Trosoban stan 86m2 / 1sp / parking,https://olx.ba/artikal/64459637,599000.0,Sarajevo - Stari Grad,Za renoviranje,Prodaja,Stan,3.0,86.0,Nenamješten,1,Plin,6965.116279069767,43.856842,18.423173
"TROSOBAN LUKSUZAN STAN SA BALKONOM, SUTJESKA CENTAR",https://olx.ba/artikal/70533566,600000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,3.0,78.0,Namješten,1,Centralno (Plin),7692.307692307692,,
Trosoban stan sa garazom - Sarajevo Tower,https://olx.ba/artikal/71721183,600000.0,Sarajevo - Novo Sarajevo,Novogradnja,Prodaja,Stan,3.0,81.0,Nenamješten,3,Centralno (gradsko),7407.407407407408,,
MY SPACE/ Stan/ Stari Grad/ Logavina/ RENOVIRAN/ 81m2,https://olx.ba/artikal/59071597,600000.0,Sarajevo - Stari Grad,Renoviran,Prodaja,Apartman,4.0,81.0,Nenamješten,2,Centralno (Plin),7407.407407407408,43.861995,18.42802
"Stup | S29 120,36m2 LA | Novogradnja | Ulica Stupska",https://olx.ba/artikal/71636898,601800.0,Ilidža,Novogradnja,Prodaja,Stan,,120.36,Nenamješten,5,Struja,5000.0,43.840829,18.324511
Stan - Sarajevo - Centar - 124m2 - Prodaja,https://olx.ba/artikal/69107657,607000.0,Sarajevo - Centar,Za renoviranje,Prodaja,Stan,,124.0,Nenamješten,3,Plin,4895.1612903225805,,
"Novogradnja RIVERSIDE! Penthouse 145m2, POPUST 5%",https://olx.ba/artikal/69654250,610050.0,Ilidža,Novogradnja,Prodaja,Stan,4.0,145.0,Nenamješten,4,Ostalo,4207.241379310345,43.833826,18.324736
NOVOGRADNJA BJELAŠNICA! Dvoetažni apartman 111m2,https://olx.ba/artikal/65958610,612480.0,Trnovo,Novogradnja,Prodaja,Apartman,3.0,111.0,Nenamješten,1,Struja,5517.8378378378375,43.716714,18.28667
NOVOGRADNJA CENTAR!Četverosoban stan 108m2,https://olx.ba/artikal/67090765,616398.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,4.0,108.0,Nenamješten,4,Ostalo,5707.388888888889,,
"Vrtovi Sunca, petosoban stan, treći sprat",https://olx.ba/artikal/65189007,618000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,,160.0,Nenamješten,3,Plin,3862.5,,
"PROSTOR prodaje: Trosoban stan, ulica Ferhadija",https://olx.ba/artikal/69980657,619000.0,Sarajevo - Stari Grad,Renoviran,Prodaja,Stan,3.0,77.0,Polunamješten,2,Plin,8038.961038961039,43.858933,18.425009
Stan Sarajevo - Centar - 81m2 (90) - Prodaja,https://olx.ba/artikal/70966012,620000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,81.0,Namješten,4,Plin,7654.320987654321,43.856648,18.417327
MY SPACE/ Stan/ Stari grad/ RENOVIRAN/ 85m2,https://olx.ba/artikal/67586049,620000.0,Sarajevo - Stari Grad,Renoviran,Prodaja,Stan,3.0,85.0,Namješten,2,Centralno (Plin),7294.117647058823,43.857722,18.427236
MY SPACE/ Stan/ Centar/ 103 m2,https://olx.ba/artikal/69552896,620000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,,103.0,Nenamješten,3,Centralno (Plin),6019.417475728155,,
MY SPACE/ Stan/ Centar/ RENOVIRAN/ NAMJESTEN/ 81(90)m2,https://olx.ba/artikal/71291011,620000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,3.0,81.0,Namješten,4,Plin,7654.320987654321,43.856662,18.417391
Stan - Sarajevo - Centar - (99m2+18m2) - Prodaja,https://olx.ba/artikal/69106659,620000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,117.0,Nenamješten,1,Plin,5299.145299145299,43.857015,18.425645
"Novogradnja, Stan Sarajevo - 100m2, Avenija",https://olx.ba/artikal/64796361,620000.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,,101.12,Nenamješten,7,Struja,6131.32911392405,,
MY SPACE/ Stan/ Centar/ Sutjeska/ RENOVIRAN/ 122 m2,https://olx.ba/artikal/50824514,628300.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,4.0,122.0,Polunamješten,1,Centralno (Plin),5150.0,,
Četverosoban stan / 3.sprat / Džidžikovac / Mejtaš / Centar,https://olx.ba/artikal/68037044,630000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,4.0,92.0,Nenamješten,3,Centralno (Plin),6847.826086956522,43.861871,18.416953
Dvoetažni petosoban stan / Skenderija / Centar,https://olx.ba/artikal/58849859,635000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,,175.0,Namješten,2,Centralno (Plin),3628.571428571429,43.853439,18.414786
"Moderan stan 94 - 156m2, Breka - ZettaNekretnine",https://olx.ba/artikal/65607408,643416.0,Sarajevo - Centar,U izgradnji,Prodaja,Stan,4.0,94.0,Nenamješten,2,Ostalo,6844.851063829788,43.870046,18.421078
PENTHOUSE petosoban stan sa dvije terase / 164m2 / Poljine hills,https://olx.ba/artikal/65474975,644000.0,Vogošća,Novogradnja,Prodaja,Stan,,164.0,Nenamješten,4,Centralno (Kotlovnica),3926.829268292683,,
PICCOLO GRANDE PRODAJE /Stan Breka/119(190) m2+Garaza,https://olx.ba/artikal/64964524,650000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,,119.0,Nenamješten,3,Centralno (Plin),5462.18487394958,,
Kvart| Stan - Sarajevo - Centar 118m2,https://olx.ba/artikal/62802743,650000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,,118.0,Nenamješten,3,Centralno (Plin),5508.474576271186,43.857881,18.419508
Stan Sarajevo - Centar - Skenderija - 120m2 - Prodaja,https://olx.ba/artikal/68804951,650000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,4.0,120.0,Namješten,2,Plin,5416.666666666667,43.855085,18.419634
"Sarajevo strogi Centar, 92 m2 plus 20 m2",https://olx.ba/artikal/65183649,650000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,3.0,92.0,Nenamješten,1,Centralno (gradsko),7065.217391304348,,
"LOCUS prodaje: Četverosoban stan u centru grada, Centar",https://olx.ba/artikal/47396688,650000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,4.0,137.0,Nenamješten,3,Plin,4744.525547445255,43.856259,18.413076
Stan Sarajevo - Centar 120m2,https://olx.ba/artikal/64650590,650000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,4.0,120.0,Polunamješten,2,Plin,5416.666666666667,43.854859,18.418909
Moderno adaptiran stan 101m2 - Franjevacka 1,https://olx.ba/artikal/69384599,655000.0,Sarajevo - Stari Grad,Renoviran,Prodaja,Stan,2.0,101.0,Nenamješten,2,Plin,6485.148514851485,43.856201,18.432242
ON TIME prodaje: Dvosoban stan Sarajevo - Importanne,https://olx.ba/artikal/70084826,670000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,2.0,68.0,Polunamješten,2,Centralno (Kotlovnica),9852.941176470587,,
Stan Sarajevo - Centar- Vladimira Perića Valtera,https://olx.ba/artikal/68407925,671000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,3.0,122.0,Namješten,2,Plin,5500.0,43.856277,18.409817
MY SPACE/ Stan/ Centar/ Mis Irbina/ 97 m2,https://olx.ba/artikal/54958996,680000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,97.0,Nenamješten,3,Centralno (Plin),7010.309278350515,43.857844,18.41661
"TOP LOKACIJA/ Stan, 97(108)m2, Sarajevo - Strogi centar",https://olx.ba/artikal/52076573,680000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,97.0,Nenamješten,3,Centralno (Plin),7010.309278350515,43.857873,18.416546
NN Nekretnine : Četverosoban stan - Marijin Dvor - Centar,https://olx.ba/artikal/70165447,680000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,4.0,97.0,Polunamješten,1,Plin,7010.309278350515,,
MY SPACE/ Stan/ Marijin Dvor/ 97 m2,https://olx.ba/artikal/69814051,680000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,4.0,97.0,Nenamješten,1,Centralno (Plin),7010.309278350515,43.858681,18.414678
MY SPACE/ Stan/ Vraca/ NOVOGRADNJA/ 144 m2,https://olx.ba/artikal/47380272,684200.0,Sarajevo - Novo Sarajevo,Novogradnja,Prodaja,Stan,,144.0,Nenamješten,0,Centralno (Plin),4751.388888888889,43.843835,18.397004
Dvoetažni stan sa garažom i baštom Stari Grad Sarajevo 149 m2,https://olx.ba/artikal/63576834,690000.0,Sarajevo - Stari Grad,Renoviran,Prodaja,Stan,,149.0,Polunamješten,1,Centralno (Plin),4630.872483221477,43.867128,18.429381
MY SPACE/ Stan/ Ciglane/ RENOVIRAN/ NAMJESTEN/ 89(101) m2,https://olx.ba/artikal/71190622,690000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,4.0,89.0,Namješten,2,Centralno (gradsko),7752.808988764045,,
"EMBRA prodaje: Dvoetažni Penthouse, trosoban stan, Ferhadija,",https://olx.ba/artikal/71653512,693000.0,Sarajevo - Stari Grad,Renoviran,Prodaja,Stan,3.0,139.0,Namješten,3,Plin,4985.611510791367,43.858644,18.42695
"ON TIME prodaje: Stan, Petosoban, Breka, Sarajevo",https://olx.ba/artikal/62853494,694017.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,,116.78,Nenamješten,5,Centralno (Plin),5942.943997259805,43.871635,18.420247
Četverosoban stan - Veneto - Otoka - 116 m2,https://olx.ba/artikal/66423305,695000.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,4.0,116.0,Namješten,6,Centralno (gradsko),5991.379310344828,43.847336,18.361097
MY SPACE/ Stan/ Otoka/ Veneto/ NOVOGRADNJA/ 113 m2,https://olx.ba/artikal/66899845,695000.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,4.0,113.0,Polunamješten,6,Centralno (gradsko),6150.442477876106,,
"CASA MIA / Penthouse / 145,55 m2 / Sarajevo Tower",https://olx.ba/artikal/67622446,698640.0,Sarajevo - Novo Sarajevo,Novogradnja,Prodaja,Stan,,145.55,Nenamješten,20+,Ostalo,4800.0,43.854981,18.386334
MY SPACE/ Stan/ Pofalici/ RENOVIRAN/ NAMJESTEN/ 107 m2,https://olx.ba/artikal/69736218,699000.0,Sarajevo - Novo Sarajevo,Renoviran,Prodaja,Stan,4.0,107.0,Namješten,1,Centralno (Plin),6532.710280373832,43.853643,18.392244
"PROSTOR prodaje: Trosoban adaptiran stan sa garažom, Centar",https://olx.ba/artikal/71263303,699000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,70.0,Namješten,1,Centralno (gradsko),9985.714285714286,,
TROSOBAN STAN/Socijalno/PRODAJA,https://olx.ba/artikal/69567436,699000.0,Sarajevo - Novo Sarajevo,Novogradnja,Prodaja,Stan,3.0,91.0,Namješten,12,Centralno (gradsko),7681.318681318681,,
"Vrlo lijep trosoban stan na odličnoj lokaciji, Pofalići",https://olx.ba/artikal/68219851,699000.0,Sarajevo - Novo Sarajevo,Dobro stanje,Prodaja,Stan,3.0,91.0,Namješten,12,Centralno (gradsko),7681.318681318681,43.852886,18.388486
Prodaja stan Nova Otoka Sarajevo - Novi Grad,https://olx.ba/artikal/71409098,699999.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,,124.0,Polunamješten,12,Centralno (gradsko),5645.153225806452,43.850357,18.361992
Ilidža River Apartman 303,https://olx.ba/artikal/52086019,701800.0,Ilidža,Novogradnja,Prodaja,Stan,3.0,121.0,Namješten,3,Centralno (gradsko),5800.0,,
MY SPACE/ STAN/ Centar/ 101m2,https://olx.ba/artikal/56943100,707000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,4.0,101.0,Nenamješten,2,Centralno (Plin),7000.0,,
NN Nekretnine : Dvoetažni penthouse 145m2 - Sarajevo Tower,https://olx.ba/artikal/66440777,713195.0,Sarajevo - Novo Sarajevo,Novogradnja,Prodaja,Stan,,145.55,Nenamješten,20+,Centralno (gradsko),4900.0,43.853038,18.381941
MY SPACE/ Lux stan/ Skenderija/ NOVOGRADNJA/ 71m2,https://olx.ba/artikal/70075494,720000.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,2.0,71.0,Namješten,3,Centralno (gradsko),10140.845070422536,,
"Winter Park Residence, Apartman (107m2), Bjelašnica",https://olx.ba/artikal/53510775,726000.0,Trnovo,Novogradnja,Prodaja,Apartman,3.0,107.0,Nenamješten,-3,Struja,6785.046728971963,43.714527,18.286527
"PROSTOR prodaje:Trosoban stan sa terasom od 80m2, Stari Grad",https://olx.ba/artikal/66716350,729000.0,Sarajevo - Stari Grad,Dobro stanje,Prodaja,Stan,3.0,77.13,Namješten,4,Centralno (gradsko),9451.575262543758,,
Stan - Sarajevo - Centar - 118m2 - Prodaja,https://olx.ba/artikal/69385972,730000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,4.0,118.0,Nenamješten,2,Plin,6186.440677966101,43.855898,18.413229
Dvoetažni Stan Sarajevo - Centar - 150m2,https://olx.ba/artikal/52013602,748000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,,150.0,Nenamješten,0,Plin,4986.666666666667,43.863343,18.412813
Stan Sarajevo - Centar - Mejtaš - 137m2 - Prodaja,https://olx.ba/artikal/68804830,750000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,,137.0,Namješten,2,Plin,5474.4525547445255,43.860868,18.422619
TOTAL PRO/ Četverosoban stan 87/91 m2 / Mejtaš / Centar,https://olx.ba/artikal/68166771,780000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,4.0,87.0,Polunamješten,1,Centralno (gradsko),8965.51724137931,,
m2: Nova Otoka / Dvoetažni penthouse 119m2 / garaža 22m2,https://olx.ba/artikal/69988264,800000.0,Sarajevo - Novo Sarajevo,Novogradnja,Prodaja,Stan,4.0,119.0,Namješten,12,Centralno (gradsko),6722.689075630252,43.849069,18.363053
