title,url,price_numeric,municipality,rooms,square_m2,equipment,description,price_per_m2
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=523048,,,Jednosoban,47.0,"Centralno grijanje, Telefonski priključak, Struja, Lift, Klima, Internet, Video nadzor","Stanpromet.ba agencija za nekretnine najavljuje za prodaju stan na odličnoj lokacij u Istočnom Sarajevu, Ulica 1.Sarajevske brigade. Stan se sastoji od ulaznog hodnika, prostranog dnevnog boravka sa kuhinjom i trpezarijom, spavaće sobe, balkona i kupatila. Površina 46,69m2. Sprat 5. Južna orijentacija Napomena: Stan se prodaje po principu ""Ključ u ruke"" Zgrada u kojoj su smješteni ovi vrhunski stanovi spratnosti prizemlje + 5 spratova, zgrada sa liftom i centralnim stubištem, pristup svakom spratu osiguran zasebnim protuprovalnim i protivpožarnim vratima, svaki sprat broji 8 stambenih jedinica to jest ukupno 40 stanova, koncipiranih kao stanovi sa jednom, dvije i tri spavaće sobe , stanovi sa jednom spavaćom sobom površine od 42m2 do 49m2 i stanovi sa dvije i tri spavaće sobe do 81m2 dostupni na etažama od prvog do petog sprata. Na prizemlju su projektovani poslovni prostori, ispred zgrade parking prostor gdje je moguće kupiti označeno vanjsko parking mjesto sa kontrolisanim pristupom. Vrhunski kvalitet građevinskih elmenata korištenih u izgradnji objekta kao i završnih podnih obloga, sanitarija, stolarije vanjske PVC Salamander 6.komora troslojno staklosa vanjskim roletnama i unutrašnje. Termo izolacija od 10cm kamena vuna osiguravaju svim kupcima stanova u objektu niske troškove redovnih i tekućih održavanja. Odličnu Energetsku efikasnost za hlađenje i zagrijavanje prostora uz odličnu zvučnu izloaciju koja garantuje svim kupcima ugodan boravak i korištenje uz minimalne troškove režija., dobru lokaciju sa putnom komunikacijom uz dostupnost svih sadržaja potrebnih za ugodan život, Na podovima je postavljen Terkett troslojni, u kupatilu i kuhinji kvalitetne pločice Španske podne 45x45 zidne 28x85, u kuhinji 60x60 i hodniku 60x120, Sanitarije Grohe baterije , Kolpa san tuškade i kabine i Geberit vodokotlić ugradbeni, bojler Ariston, ulazna vrata su blindirana . Priprema za klima uređaj. Grijanje je na centralno gradsko uz opciju kalorimetra plaćanje po potrošnji, kvalitet ugradbenih elemenata. Za sve kupce osigurana kreditna linija za kupovinu stanova. Na linku ispod možete pogledati detaljno nas 360°/3d virtualni prikaz nekretnine. Za sve dodatne informacije o kvadraturama, dostupnosti, spratovima ili načinima plaćanja kao i za termin obilaska ili pregleda stanova, objekta pozovite Vašeg agenta Stanpromet.ba - agencija za nekretnine Agenti prodaje 062801801 062830830 ID CODE: 501829 Haris Kadić Agent s licencom Mob: 062801801 Tel: 033842555 E-mail: agencija@stanpromet.ba www.stanpromet.ba Hadis Kadić Agent s licencom Mob: 062830830 Tel: 033842555 E-mail: info@stanpromet.ba www.stanpromet.ba",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=523049,116976.0,,Jednosoban,47.0,"Centralno grijanje, Telefonski priključak, Struja, Lift, Klima, Internet, Video nadzor","Stanpromet.ba agencija za nekretnine najavljuje za prodaju stan na odličnoj lokacij u Istočnom Sarajevu, Ulica 1.Sarajevske brigade. Stan se sastoji od ulaznog hodnika, prostranog dnevnog boravka sa izdvojenom kuhinjom i trpezarijom, spavaće sobe, balkona, francuskog balkona i kupatila. Površina 46.79m2. Dostupan 5 sprat Napomena: Stan se prodaje po principu ""Ključ u ruke"" Dostupnost stanova promjenjivog karaktera, za ažurnu informaciju pozovite agenta. Zgrada u kojoj su smješteni ovi vrhunski stanovi spratnosti prizemlje + 5 spratova, zgrada sa liftom i centralnim stubištem, pristup svakom spratu osiguran zasebnim protuprovalnim i protivpožarnim vratima, svaki sprat broji 7 stambenih jedinica to jest ukupno 35 stanova, koncipiranih kao stanovi sa jednom, dvije i tri spavaće sobe , stanovi sa jednom spavaćom sobom površine od 42m2 do 49m2 i stanovi sa dvije i tri spavaće sobe do 81m2 dostupni na etažama od prvog do petog sprata. Na prizemlju su projektovani poslovni prostori, ispred zgrade parking prostor gdje je moguće kupiti označeno vanjsko parking mjesto sa kontrolisanim pristupom. Vrhunski kvalitet građevinskih elmenata korištenih u izgradnji objekta kao i završnih podnih obloga, sanitarija, stolarije vanjske PVC Salamander 6.komora troslojno staklosa vanjskim roletnama i unutrašnje. Termo izolacija od 10cm kamena vuna osiguravaju svim kupcima stanova u objektu niske troškove redovnih i tekućih održavanja. Odličnu Energetsku efikasnost za hlađenje i zagrijavanje prostora uz odličnu zvučnu izloaciju koja garantuje svim kupcima ugodan boravak i korištenje uz minimalne troškove režija., dobru lokaciju sa putnom komunikacijom uz dostupnost svih sadržaja potrebnih za ugodan život, Na podovima je postavljen Terkett troslojni, u kupatilu i kuhinji kvalitetne pločice Španske podne 45x45 zidne 28x85, u kuhinji 60x60 i hodniku 60x120, Sanitarije Grohe baterije , Kolpa san tuškade i kabine i Geberit vodokotlić ugradbeni, bojler Ariston, ulazna vrata su blindirana . Priprema za klima uređaj. Grijanje je na centralno gradsko uz opciju kalorimetra plaćanje po potrošnji, kvalitet ugradbenih elemenata. Za sve kupce osigurana kreditna linija za kupovinu stanova. Na linku ispod možete pogledati detaljno nas 360°/3d virtualni prikaz nekretnine. Za sve dodatne informacije o kvadraturama, dostupnosti, spratovima ili načinima plaćanja kao i za termin obilaska ili pregleda stanova, objekta pozovite Vašeg agenta Stanpromet.ba - agencija za nekretnine Agenti prodaje 062801801 062830830 ID CODE: 501828 Haris Kadić Agent s licencom Mob: 062801801 Tel: 033842555 E-mail: agencija@stanpromet.ba www.stanpromet.ba Hadis Kadić Agent s licencom Mob: 062830830 Tel: 033842555 E-mail: info@stanpromet.ba www.stanpromet.ba",2488.851063829787
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=523050,109500.0,,Jednosoban,39.0,"Centralno grijanje, Telefonski priključak, Struja, Internet","Stanpromet.ba - agencija za nekretnine iz svoje ponude za prodaju izdvaja jednoiposoban stan u suterenu na odličnoj lokaciji, Otoka. Stan površine 39 m2 čine ulazni hodnik, dnevni boravak, trpezarija, kuhinja i kupatilo. BLINDO vrata, PVC stolarija, na prozorima su postavljeni gelenderi... Stan je dvostrano orijentisan i svijetao. Zgrada se nalazi u neposrednoj blizini šoping centra, pijace, pekara, kafića, slastičarne, osnovne škole, apoteke... Na samo 2 minuta šetnje se nalazi javni prevoz (tramvaj, komercijala, trolejbus). Na linku ispod možete pogledati našu 360° prezentaciju stana. Za više informacija pozovite vašeg agenta! Certificirana agencija za nekretnine Stanpromet.ba Nekretnine Registarski broj posrednika 001/2022! Grbavička 8b, 71000 Sarajevo +38762943332 kancelarija@stanpromet.ba ID CODE: 501827 Kancelarija Grbavica Voditelj ureda Mob: 062943332 Tel: 033848484 E-mail: kancelarija@stanpromet.ba www.stanpromet.ba",2807.692307692308
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=523051,,,Dvosoban,81.0,"Garaža, Balkon, Centralno grijanje, Telefonski priključak, Struja, Lift, Klima, Internet, Video nadzor","Stanpromet.ba agencija za nekretnine najavljuje za prodaju stanove u novonapravljenoj zgradi na odličnoj lokacij Velika aleja, općina Ilidža, Ulica IV viteške brigade. Stan sa ponude vrhunski trosoban odličnog otvorenog pogleda dvostranom orijentacijom ,sastoji se od dvije spavaće sobe svaka sa vlastitim kupatilom , kupatilo, prostran dnevni boravak od 32m2 sa kuhinjom i trppezarijom, odlični veliki portali sa izlazom na balkon iz dnevne sobe. U ponudi stan na 1 spratu. Gradnja ovog stambenog objekta od 25 stanova je započela 2019. godine, a planirani rok završetka radova je decembar 2021. godine. Na njegovih prvih pet etaža nalazi se po pet stanova, kvadrature od 74 m² do 87,4 m², dok se na šestom spratu nalaze dva penthausa od 135,74 m² i 125,58 m². Napomena: Stanovi se prodaju po principu ""Ključ u ruke"", u cijenu uračunat PDV. Dostupnost stanova promjenjivog karaktera, za ažurnu informaciju pozovite agenta. Zgrada u kojoj su smješteni ovi vrhunski stanovi spratnosti 6 spratova, zgrada sa liftom i centralnim stubištem, svaki sprat broji 5 stambenih jedinica, potkrovlje 2 stana penthouse karaktera to jest ukupno 27 stanova, koncipiranih kao stanovi sa dvije spavaće sobe. Na prizemlju su projektovani poslovni prostori, ispred zgrade parking prostor., zgrada posjeduje garažna parking mjesta za prodaju. Karakteristika svih stanova jeste da pružaju sunčan i svijetao pogled. Raspored prostorija u svakom stanu je drugačiji i prilagođen veličini. Ono što ove stambene prostore čini dodatno privlačnim jeste da svaki od stanova ima tri kupatila. Materijali koji su korišteni za izgradnju se odlikuju čvrstoćom, pouzdanošću i termičkom otpornošću, a prilikom gradnje objekta posebno se vodilo računa o postizanju bolje akustičnosti zidova. Hrastovi masivni parket prve klase, ulazna protupožarna i protuprovalna vrata prve klase, unutrašnja vrata izrađena od punog drveta bukve ili hrasta, vanjska stolarija (6 ili 7 komora), tipa ALUPLAST i plinsko grijanje su samo neke od karakteristika koje upotpunjuju izvrsnost i kvalitet Green Residence stanova. Sa adresom u ulici Četvrte viteške brigade, Green Residence je vaša idealna prilika da postanete vlasnik pažljivo dizajniranog stana i da pametno investirate u novogradnju. Za sve kupce osigurana kreditna linija za kupovinu stanova . U nastavku možete pogledati detaljno naš 360° virtualni prikaz nekretnine. Za sve dodatne informacije o dostupnosti, spratovima ili načinima plaćanja kao i za termin obilaska ili pregleda stanova, objekta pozovite Vašeg agenta Stanpromet.ba - agencija za nekretnine Agenti prodaje 062830830 062801801 ID CODE: 501826 Hadis Kadić Agent s licencom Mob: 062830830 Tel: 033842555 E-mail: info@stanpromet.ba www.stanpromet.ba",
"Sarajevo, Sarajevo – Centar",https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=523935,335000.0,,Četverosoban,84.0,"Garaža, Telefonski priključak, Struja, Parking, Kablovska TV, Ostava","Prodajemo fantastičan troiposoban stan u mirnom dijelu sarajevskog centra. Stan se nalazi u čvrstoj i dobro održavanoj zgradi iz kasnih sedamdesetih. Na četvrtom je spratu u zgradi bez lifta i to mu je jedina mana. Sve ostalo su vrline: u 84 kvadrata raširio se ovaj odlično koncipiran i trostrano orijentiran stan s komfornim balkonom, ali i lođom. Čine ga prostran hodnik, kuhinja, trpezarija, dnevni boravak, tri spavaće sobe, kupatilo, toalet, balkon i lođa. Uz sve nabrojano stan ima i svoju garažu koja je posebno uknjižena na 14 kvadrata pa će u nju lako stati vaša porodična vozilica. Do stana možete doći iz ulice Patriotske lige, ali i Bolničke ulice. Uz odličan gradski saobraćaj, blizinu pijace Ciglane, velikog Binga, parka, osnovne i srednje škole, vrtića, ali i samog suhog centra grada, ova nekretnina donijet će vam lagodan gradski život i omogućiti da vam je sve pod nogu. S druge strane, odlična gradnja, urban komšiluk, lokacija, pogled, vrhunski raspored… ovu nekretninu izdvajaju na sam vrh sarajevske ponude stanova i kuća. Stanu je potrebna kompletna adaptacija. Ima centralno gradsko grijanje, nova blind vrata i klimu. S obzirom da je raspored fantastičan smatrajte da stanu ne trebaju strukturalne preinake. Samo estetske. Da u njega unesete dašak svoje duše. I voila, vaša kuca za sva vremena u centru Sarajeva je spremna za useljenje ;-) Za stan s garažom tražimo 335.000 KM",3988.095238095238
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=525227,,,Jednosoban,45.0,"Balkon, Centralno grijanje, Lift, Internet, Video nadzor","Stanpromet.ba agencija za nekretnine najavljuje za prodaju stan na odličnoj lokacij u Istočnom Sarajevu. Stan se sastoji od ulaznog hodnika, prostranog dnevnog boravka sa trpezarijom i izdvojenom kuhinjom, spavaće sobe, balkona na koji se pristupa iz dnevnog i spavaće i kupatila. Površina 44,62m2. Sprat 4. Južna orijentacija, sunčana strana odličan pogled Napomena: Stan se prodaje po principu ""Ključ u ruke"" Zgrada u kojoj su smješteni ovi vrhunski stanovi spratnosti minus etaža sa garažama, prizemlje 2 sprata poslovni + 6 spratova, zgrada sa liftom i centralnim stubištem, pristup svakom spratu osiguran zasebnim protuprovalnim i protivpožarnim vratima. Na prizemlju su projektovani poslovni prostori, ispred zgrade parking prostor. Vrhunski kvalitet građevinskih elmenata korištenih u izgradnji objekta kao i završnih podnih obloga, sanitarija, stolarije vanjske PVC troslojno staklosa vanjskim roletnama. Termo izolacija vuna osiguravaju svim kupcima stanova u objektu niske troškove redovnih i tekućih održavanja. Odličnu Energetsku efikasnost za hlađenje i zagrijavanje prostora uz odličnu zvučnu izloaciju koja garantuje svim kupcima ugodan boravak i korištenje uz minimalne troškove režija., dobru lokaciju sa putnom komunikacijom uz dostupnost svih sadržaja potrebnih za ugodan život, Na podovima je postavljen parket, u kupatilu i kuhinji kvalitetne pločice , u kuhinji i hodniku, ulazna vrata su blindirana . Grijanje je na centralno gradsko, kvalitet ugradbenih elemenata. Na linku ispod možete pogledati detaljno nas 360°/3d virtualni prikaz nekretnine. Za sve dodatne informacije o kvadraturama, dostupnosti kvadratura, spratovima ili načinima plaćanja kao i za termin obilaska ili pregleda stanova, objekta pozovite Vašeg agenta Stanpromet.ba - agencija za nekretnine Agent prodaje 062830830 ID CODE: 501835 Hadis Kadić Agent s licencom Mob: 062830830 Tel: 033842555 E-mail: info@stanpromet.ba www.stanpromet.ba",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=525580,339000.0,,Dvosoban,70.0,"Balkon, Centralno grijanje, Telefonski priključak, Struja, Lift, Namješten, Klima, Internet, Podrum","Stanpromet.ba - agencija za nekretnine iz svoje ponude za prodaju nudi najbolji stan na Dolac Malti, ulica Envera Šehovića. Tek detaljno i profesionalno renoviran u potpunosti od poda do plafona i bukvalno svi segmenti (podovi, vodovodne i strujne instalacije, instalacije grijanja, stolarija vanjska i unutrašnja, novi pregradni zidovi, balkoni...) Opremljen do mjere useljenja i kao takav se jedino prodaje sa svom opremom i namještajem rađenim po mjeri. Površina stana je 70 kvadrata u ZK izvadku, ali se renoviranjem dobilo skoro 4 kvadrata više unutrašnjeg prostora. Smješten na 6 spratu zgrade sa dva lifta i ukupno 9 spratova. Jug - sjever orijentacije. Stan čine ulazni hodnik, degažman, mali wc, kupatilo, spavaća soba, dječija spavaća soba sa balkonom, veliki dnevni boravak sa kuhinjom i trpezarijom sa izlazom na veliki balkon. Svi detalji na LINKU ispod, kao i naš virtualni obilazak. Za sve informacije pozovite Vašeg AGENTA 001! Certificirani agent Haris Kadić Stanpromet.ba - agencija za nekretnine Registarski broj posrednika 001/2022! Grbavička 8b, 71000 Sarajevo +387 62 801 801 agencija@stanpromet.ba ID CODE: 501837 Haris Kadić Agent s licencom Mob: 062801801 Tel: 033842555 E-mail: agencija@stanpromet.ba www.stanpromet.ba",4842.857142857143
"Sarajevo, Sarajevo – Centar",https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=525883,299000.0,,Dvosoban,66.0,"Plin, Telefonski priključak, Struja, Namješten, Kablovska TV","Rental prodaje renoviran dvosoban stan od 66m2 u samom centru Sarajeva u neposrednoj blizini zgrade Predsjedništva BiH i BBI centra.Stan se nalazi u ulici Branislava Đurđeva na idealnom prvom spratu a sastoji se od ulaznog hodnika, vrlo prostranog kupatila, dnevne sobe sa kuhinjom i trpezarijom i spavaće sobe. Kompletno je renoviran, na podovima je kvalitetan parket kombinovan sa keramičkim pločicama u kupatilu i kuhinji a na prozorima je PVC stolarija. Grijanje u stanu je etažno plinsko. Nekretnina ove vrste je sjajna prilika i za one poslovne ljude koji bi ga pretvorili u notarski ili advokatski ured... No, takođe ovo je dobitna kombinacija i ako se novi vlasnici opredjele za buking. Tako da budite slobodni i sanjajte svoj poslovni san u ulici Branislava Đurđeva.O prednostima lokacije i kao stambenog i kao poslovnog prostora ne trebamo puno toga govoriti... Sve što vam je potrebno je na samo par minuta hoda. Gradska žiža, kafići, restorani, banke, marketi, pekare, pozorišta, galerije, knjižare... ma šta god da vam padne na pamet!Cijena nekretnine iznosi 299.000 KM.Za više detalja te termine obilaska pozovite Srđana na broj 061 662 444.",4530.30303030303
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=525927,,,Jednosoban,54.0,"Balkon, Telefonski priključak, Struja, Lift, Internet, Video nadzor","Smješten na lokalitetu poznatog sarajevskog izletišta Brus, udaljen je 70 metara od centralnog parkinga, kao i u neposrednoj blizini svih drugih sportsko-zabavnih sadržaja koje nudi Trebević tokom svih 365 dana u godini. Naš Trebević Residence vam na nadmorskoj visini od 1150 metara okružen visokom četinarskom šumom u zaštićenom pejzažu nudi novu adresu stanovanja koja će vam osigurati jedinstven ugođaj, mir i opuštanje. 64 stambene apartmanske jedinice, različite kvadrature, od 34,00 m2 do 64 m2 se nalaze u apartmanskoj zgradi. 15 vanjskih i 30 podzemnih garažnih parking mjesta su projektovani za vas, a materijali koji su korišteni za izgradnju ovog objekta se odlikuju čvrstoćom, pouzdanošću i termičkom otpornošću. Apartmani se grade po principu „ključ u ruke"". Ovaj apartman je po strukturi dvosoban, sastoji se od ulaznog hodnika sa mjestom za plakar, prostranog kupatila, velikog dvostrano orijentisanog dnevnog boravka sa kuhinjom i trpezarijom, te balkonom i komotnom spavaćom sobom. Projektovana površina je 53.75 m² na spratu 2. Zgrada ima lift i podzemne garaže kao i vanjski parking. Postoji mogućnost kupovine istih. Planirani završetak je u 03/2023 godine. Na podovima je parket, vanjska pvc i aluminijska stolarija, grijanje na Nobo konvektore-Norveški sistem grijanja na pametno upravljanje. Certificirani agent Haris Kadić Stanpromet.ba - agencija za nekretnine Registarski broj posrednika 001/2022! Grbavička 8b, 71000 Sarajevo + 387 62 801 801 agencija@stanpromet.ba ID CODE: 501842 Haris Kadić Agent s licencom Mob: 062801801 Tel: 033842555 E-mail: agencija@stanpromet.ba www.stanpromet.ba",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=525928,,,Jednosoban,57.0,"Balkon, Telefonski priključak, Struja, Lift, Internet","Smješten na lokalitetu poznatog sarajevskog izletišta Brus, udaljen je 70 metara od centralnog parkinga, kao i u neposrednoj blizini svih drugih sportsko-zabavnih sadržaja koje nudi Trebević tokom svih 365 dana u godini. Naš Trebević Residence vam na nadmorskoj visini od 1150 metara okružen visokom četinarskom šumom u zaštićenom pejzažu nudi novu adresu stanovanja koja će vam osigurati jedinstven ugođaj, mir i opuštanje. 64 stambene apartmanske jedinice, različite kvadrature, od 34,00 m2 do 64 m2 se nalaze u apartmanskoj zgradi. 15 vanjskih i 30 podzemnih garažnih parking mjesta su projektovani za vas, a materijali koji su korišteni za izgradnju ovog objekta se odlikuju čvrstoćom, pouzdanošću i termičkom otpornošću. Apartmani se grade po principu „ključ u ruke"". Ovaj apartman je po strukturi dvosoban, sastoji se od ulaznog hodnika sa mjestom za plakar, prostranog kupatila, velikog dvostrano orijentisanog dnevnog boravka sa kuhinjom i trpezarijom, te balkonom i komotnom spavaćom sobom. Projektovana površina je 56,75 m² na spratu 1. Zgrada ima lift i podzemne garaže kao i vanjski parking. Postoji mogućnost kupovine istih. Planirani završetak je u 03/2023 godine. Na podovima je parket, vanjska pvc i aluminijska stolarija, grijanje na Nobo konvektore-Norveški sistem grijanja na pametno upravljanje. Certificirani agent Haris Kadić Stanpromet.ba - agencija za nekretnine Registarski broj posrednika 001/2022! Grbavička 8b, 71000 Sarajevo + 387 62 801 801 agencija@stanpromet.ba ID CODE: 501841 Haris Kadić Agent s licencom Mob: 062801801 Tel: 033842555 E-mail: agencija@stanpromet.ba www.stanpromet.ba",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=525929,,,Trosoban,88.0,"Balkon, Centralno grijanje, Telefonski priključak, Struja, Lift, Internet, Podrum","Stanpromet.ba - agencija za nekretnine iz svoje ponude za prodaju izdvaja vrhunski stan na Pofalićima. Stan se nalazi na 15.spratu stambene zgrade sa dva lifta. Po strukturi je četveroiposoban. Sastoji se iz hodnika, toaleta, dnevnog boravka sa izlazom na balkon, kuhinje sa trpezarijom, degažmana, veće spavaće sobe (napravljene od dvije spavaće sobe, te se ista može pregraditi i vratiti u prvobitno stanje), kupatila i još dvije spavaće sobe (jedna spavaća soba je bila sa balkonom koji je zavoren i pretvoren u stambeni prostor) površine po ZK izvatku 88m2, a stvarne površine 100m2. Stan je renoviran 2020. godine (kompletno), pri čemu su korišteni najkvalitetniji materijali. Vanjska stolarija je PVC (SALAMANDER) sa vanjskim ALU žaluzinama, a unutrašnja stolarija je drvena, takođe zamijenjena pri renoviranju. Grijanje je centralno gradsko, postavljeni novi ALU radijatori. Orijentacija je dvostrana, Jug-Istok. Stan je na vrhunskoj lokaciji i atkraktivnoj u blizini Hitne pomoći, brojnih marketa, škola, gradskog prijevoza kao i drugih gradskih neophodnih sadržaja. Stan se prodaje kompletno namješten, a postoji mogućnost prodaje i nenamještenog stana. Za sve informacije oko cijene kontaktirajte vašeg agenta za nekretnine! Certificirana agencija za nekretnine Stanpromet.ba Nekretnine Registarski broj posrednika 001/2022! Grbavička 8b, 71000 Sarajevo Stručno lice/agent za nekretnine Haris Kadić +387 62 801 801 agencija@stanpromet.ba ID CODE: 501840 Haris Kadić Agent s licencom Mob: 062801801 Tel: 033842555 E-mail: agencija@stanpromet.ba www.stanpromet.ba",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=525930,110000.0,,Jednosoban,38.0,"Balkon, Struja, Podrum","Stanpromet.ba agencija za nekretnine iz svoje ponude za prodaju izdvaja jednosoban odličnog rasporeda površine 38 m2 pozicioniran na 1. spratu manje zgrade, ulica Jukićeva, naselje Koševsko brdo, Općina Centar. Stan čine ulazni hodnik, dnevni boravak, kuhinja s trpezarijom, veliki balkon i kupatilo. U suterenu zgrade su pdorumske prostorije od kojih jedna pripada i ovom stanu. Nekretnina se prodaje kao na slikama, te je useljiva uz kozmetičke prilagodbe. Iako manje površine, stan ima potencijal da dobije i spavaći kutak u prostoru trpezarije i kuhinje. Certificirana agencija za nekretnine Stanpromet.ba Nekretnine Registarski broj posrednika 001/2022! Grbavička 8b, 71000 Sarajevo Agent Emin Canović +38762943330 agencija@stanpromet.ba ID CODE: 501839 Emin Canović Agent s licencom Mob: 062943330 Tel: 033842555 E-mail: emin.canovic@stanpromet.ba www.stanpromet.ba",2894.736842105264
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=526101,,,Jednosoban,42.0,"Balkon, Telefonski priključak, Struja, Lift, Internet, Video nadzor","Smješten na lokalitetu poznatog sarajevskog izletišta Brus, udaljen je 70 metara od centralnog parkinga, kao i u neposrednoj blizini svih drugih sportsko-zabavnih sadržaja koje nudi Trebević tokom svih 365 dana u godini. Naš Trebević Residence vam na nadmorskoj visini od 1150 metara okružen visokom četinarskom šumom u zaštićenom pejzažu nudi novu adresu stanovanja koja će vam osigurati jedinstven ugođaj, mir i opuštanje. 64 stambene apartmanske jedinice, različite kvadrature, od 34,00 m2 do 64 m2 se nalaze u apartmanskoj zgradi. 15 vanjskih i 30 podzemnih garažnih parking mjesta su projektovani za vas, a materijali koji su korišteni za izgradnju ovog objekta se odlikuju čvrstoćom, pouzdanošću i termičkom otpornošću. Apartmani se grade po principu „ključ u ruke"". Ovaj apartman je po strukturi dvosoban, sastoji se od ulaznog hodnika sa mjestom za plakar, prostranog kupatila, dnevnog boravka sa kuhinjom i trpezarijom, te balkonom i komotnom spavaćom sobom. Projektovana površina je 41,50 m² na spratu 4. Zgrada ima lift i podzemne garaže kao i vanjski parking. Postoji mogućnost kupovine istih. Planirani završetak je u 03/2023 godine. Na podovima je parket, vanjska pvc i aluminijska stolarija, grijanje na Nobo konvektore-Norveški sistem grijanja na pametno upravljanje. Certificirani agent Haris Kadić Stanpromet.ba - agencija za nekretnine Registarski broj posrednika 001/2022! Grbavička 8b, 71000 Sarajevo + 387 62 801 801 agencija@stanpromet.ba ID CODE: 501844 Haris Kadić Agent s licencom Mob: 062801801 Tel: 033842555 E-mail: agencija@stanpromet.ba www.stanpromet.ba",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=526102,,,Jednosoban,51.0,"Balkon, Telefonski priključak, Struja, Lift, Internet, Video nadzor","Smješten na lokalitetu poznatog sarajevskog izletišta Brus, udaljen je 70 metara od centralnog parkinga, kao i u neposrednoj blizini svih drugih sportsko-zabavnih sadržaja koje nudi Trebević tokom svih 365 dana u godini. Naš Trebević Residence vam na nadmorskoj visini od 1150 metara okružen visokom četinarskom šumom u zaštićenom pejzažu nudi novu adresu stanovanja koja će vam osigurati jedinstven ugođaj, mir i opuštanje. 64 stambene apartmanske jedinice, različite kvadrature, od 34,00 m2 do 64 m2 se nalaze u apartmanskoj zgradi. 15 vanjskih i 30 podzemnih garažnih parking mjesta su projektovani za vas, a materijali koji su korišteni za izgradnju ovog objekta se odlikuju čvrstoćom, pouzdanošću i termičkom otpornošću. Planirani završetak je u 03/2023 godine. Na podovima je parket, vanjska pvc i aluminijska stolarija, grijanje na Nobo konvektore-Norveški sistem grijanja na pametno upravljanje. Certificirani agent Haris Kadić Stanpromet.ba - agencija za nekretnine Registarski broj posrednika 001/2022! Grbavička 8b, 71000 Sarajevo + 387 62 801 801 agencija@stanpromet.ba ID CODE: 501843 Haris Kadić Agent s licencom Mob: 062801801 Tel: 033842555 E-mail: agencija@stanpromet.ba www.stanpromet.ba",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=526736,,,Dvosoban,68.0,"Balkon, Centralno grijanje, Lift, Internet, Video nadzor","Stanpromet.ba agencija za nekretnine najavljuje za prodaju stan na odličnoj lokacij u Istočnom Sarajevu. Stan se sastoji od prostranog ulaznog hodnika, prostranog dnevnog boravka sa trpezarijom i kuhinjom, dvije spavaće sobe, balkona na koji se pristupa iz dnevnog boravka, malog WC-a i kupatila. Površina 68,25m2. Sprat 5. Dvostrana orijentacija, Jugo Zapad, sunčana strana odličan pogled Napomena: Stan se prodaje po principu ""Ključ u ruke"" Zgrada u kojoj su smješteni ovi vrhunski stanovi spratnosti minus etaža sa garažama, prizemlje 2 sprata poslovni + 6 spratova, zgrada sa liftom i centralnim stubištem, pristup svakom spratu osiguran zasebnim protuprovalnim i protivpožarnim vratima. Na prizemlju su projektovani poslovni prostori, ispred zgrade parking prostor. Vrhunski kvalitet građevinskih elmenata korištenih u izgradnji objekta kao i završnih podnih obloga, sanitarija, stolarije vanjske PVC troslojno staklosa vanjskim roletnama. Termo izolacija vuna osiguravaju svim kupcima stanova u objektu niske troškove redovnih i tekućih održavanja. Odličnu Energetsku efikasnost za hlađenje i zagrijavanje prostora uz odličnu zvučnu izloaciju koja garantuje svim kupcima ugodan boravak i korištenje uz minimalne troškove režija., dobru lokaciju sa putnom komunikacijom uz dostupnost svih sadržaja potrebnih za ugodan život, Na podovima je postavljen parket, u kupatilu i kuhinji kvalitetne pločice , u kuhinji i hodniku, ulazna vrata su blindirana . Grijanje je na centralno gradsko, kvalitet ugradbenih elemenata. Na linku ispod možete pogledati detaljno nas 360°/3d virtualni prikaz nekretnine. Za sve dodatne informacije o kvadraturama, dostupnosti kvadratura, spratovima ili načinima plaćanja kao i za termin obilaska ili pregleda stanova, objekta pozovite Vašeg agenta Stanpromet.ba - agencija za nekretnine Agent prodaje 062830830 ID CODE: 501847 Hadis Kadić Agent s licencom Mob: 062830830 Tel: 033842555 E-mail: info@stanpromet.ba www.stanpromet.ba",
